Text,Date_with_affect,Date,Price,Open,High,Low,Change
RT @USHCC: USHCC was delighted to host @IvankaTrump for a roundtable discussion w/ Hispanic women biz owners today in Washington #USHCCLegi...,2017-03-16,2017-03-16,100.36,100.56,100.75,100.21,-0.38
Great progress on healthcare. Improvements being made - Republicans coming together!,2017-03-16,2017-03-16,100.36,100.56,100.75,100.21,-0.38
Great meeting with the @RepublicanStudy Committee this morning at the @WhiteHouse! ,2017-03-17,2017-03-17,100.3,100.24,100.47,100.14,-0.06
"""The President Changed. So Has Small Businesses' Confidence""",2017-03-17,2017-03-17,100.3,100.24,100.47,100.14,-0.06
"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",2017-03-17,2017-03-17,100.3,100.24,100.47,100.14,-0.06
"RT @foxandfriends: FOX NEWS ALERT: Jihadis using religious visa to enter US, experts warn (via @FoxFriendsFirst) ",2017-03-17,2017-03-17,100.3,100.24,100.47,100.14,-0.06
RT @AmericaFirstPol: MAJOR IMPACT: @POTUS Trump is 50 Days in and moving swiftly to get America back on the right track. #MAGA ,2017-03-17,2017-03-17,100.3,100.24,100.47,100.14,-0.06
"RT @DiamondandSilk: When the President says ""You're Fired""  That means: ""Pack Yo Stuff and Go, Not Say ""You Refuse to Go! #DrainTheSwam...",2017-03-17,2017-03-17,100.3,100.24,100.47,100.14,-0.06
My representatives had a great meeting w/ the Hispanic Chamber of Commerce at the WH today. Look forward to tremendous growth and future mtgs!,2017-03-17,2017-03-17,100.3,100.24,100.47,100.14,-0.06
RT @foxandfriends: VIDEO: Rep. Scalise - GOP agrees on over 85 percent of health care bill ,2017-03-17,2017-03-17,100.3,100.24,100.47,100.14,-0.06
"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes vast sums of money to NATO and the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!",2017-03-18,2017-03-20,100.41,100.36,100.45,100.02,0.11
James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!,2017-03-20,2017-03-20,100.41,100.36,100.45,100.02,0.11
The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College and lost!,2017-03-20,2017-03-20,100.41,100.36,100.45,100.02,0.11
"The real story that Congress, the FBI and all others should be looking into is the leaking of Classified information. Must find leaker now!",2017-03-20,2017-03-20,100.41,100.36,100.45,100.02,0.11
Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox,2017-03-20,2017-03-20,100.41,100.36,100.45,100.02,0.11
"What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the DNC would not let the FBI in to look?",2017-03-20,2017-03-20,100.41,100.36,100.45,100.02,0.11
Joined the @HouseGOP Conference this morning at the U.S. Capitol. #PassTheBill #MAGA,2017-03-21,2017-03-21,99.81,100.37,100.47,99.66,-0.6
"Honored to sign S.442 today. With this legislation, we support @NASA's scientists, engineers, and astronauts in their pursuit of discovery! ",2017-03-21,2017-03-21,99.81,100.37,100.47,99.66,-0.6
"Today on #NationalAgDay, we honor our great American farmers and ranchers. Their hard work and dedication are ingrained in our nation's fabric. ",2017-03-21,2017-03-21,99.81,100.37,100.47,99.66,-0.6
Big day for healthcare. Working hard!,2017-03-22,2017-03-22,99.68,99.69,99.93,99.55,-0.13
We are taking action to #RepealANDReplace #Obamacare! Contact your Rep and tell them you support #AHCA. #PassTheBill ,2017-03-23,2017-03-23,99.76,99.75,99.87,99.63,0.08
"A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends.",2017-03-23,2017-03-23,99.76,99.75,99.87,99.63,0.08
RT @mitchellvii: Trump always ends up being right. It's almost a little freaky.,2017-03-23,2017-03-23,99.76,99.75,99.87,99.63,0.08
Spoke to U.K. Prime Minister Theresa May today to offer condolences on the terrorist attack in London. She is strong and doing very well.,2017-03-23,2017-03-23,99.76,99.75,99.87,99.63,0.08
RT @mitchellvii: EXACTLY AS I SAID - House Intel Chair: We Cannot Rule Out Sr. Obama Officials Were Involved in Trump Surveillance ,2017-03-23,2017-03-23,99.76,99.75,99.87,99.63,0.08
Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!,2017-03-23,2017-03-23,99.76,99.75,99.87,99.63,0.08
It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today! ,2017-03-24,2017-03-24,99.63,99.77,100.0,99.53,-0.13
"After seven horrible years of ObamaCare (skyrocketing premiums and deductibles, bad healthcare), this is finally your chance for a great plan!",2017-03-24,2017-03-24,99.63,99.77,100.0,99.53,-0.13
"The irony is that the Freedom Caucus, which is very pro-life and against Planned Parenthood, allows P.P. to continue if they stop this plan!",2017-03-24,2017-03-24,99.63,99.77,100.0,99.53,-0.13
"Today, I was pleased to announce the official approval of the presidential permit for the #KeystonePipeline. A great day for American jobs! ",2017-03-24,2017-03-24,99.63,99.77,100.0,99.53,-0.13
"Today, I was thrilled to announce a commitment of $25 BILLION and 20K AMERICAN JOBS over the next 4 years. THANK YOU Charter Communications! ",2017-03-24,2017-03-24,99.63,99.77,100.0,99.53,-0.13
ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!,2017-03-25,2017-03-27,99.17,99.47,99.53,98.86,-0.46
Thanks you for all of the Trump Rallies today. Amazing support. We will all MAKE AMERICA GREAT AGAIN!,2017-03-26,2017-03-27,99.17,99.47,99.53,98.86,-0.46
"Democrats are smiling in D.C. that the Freedom Caucus, with the help of Club For Growth and Heritage, have saved Planned Parenthood and Ocare!",2017-03-26,2017-03-27,99.17,99.47,99.53,98.86,-0.46
General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.,2017-03-27,2017-03-27,99.17,99.47,99.53,98.86,-0.46
It was an honor to welcome @GLFOP to the @WhiteHouse today with @VP Pence and Attorney General Sessions. THANK YOU for all you do 24/7/365! ,2017-03-28,2017-03-28,99.71,99.22,99.79,99.11,0.54
Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S. JOBS! JOBS! JOBS!,2017-03-28,2017-03-28,99.71,99.22,99.79,99.11,0.54
The Republican House Freedom Caucus was able to snatch defeat from the jaws of victory. After so many bad years they were ready for a win!,2017-03-28,2017-03-28,99.71,99.22,99.79,99.11,0.54
"Why isn't the House Intelligence Committee looking into the Bill and Hillary deal that allowed big Uranium to go to Russia, Russian speech money to Bill, the Hillary Russian ""reset,"" praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!",2017-03-28,2017-03-28,99.71,99.22,99.79,99.11,0.54
"The Democrats will make a deal with me on healthcare as soon as ObamaCare folds - not long. Do not worry, we are in very good shape!",2017-03-28,2017-03-28,99.71,99.22,99.79,99.11,0.54
Why doesn't Fake News talk about Podesta ties to Russia as covered by @FoxNews or money from Russia to Clinton - sale of Uranium?,2017-03-29,2017-03-29,100.0,99.7,100.13,99.67,0.29
"Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse!",2017-03-29,2017-03-29,100.0,99.7,100.13,99.67,0.29
If the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!,2017-03-29,2017-03-29,100.0,99.7,100.13,99.67,0.29
Today's EO established a commission on combating drug addiction and the opioid crisis. Watch listening session ,2017-03-29,2017-03-29,100.0,99.7,100.13,99.67,0.29
.@FLOTUS Melania and I were honored to stop by the Women's Empowerment Panel this afternoon at the @WhiteHouse. ,2017-03-30,2017-03-30,100.41,99.96,100.6,99.92,0.41
Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day.#ThankAVeteran ,2017-03-30,2017-03-30,100.41,99.96,100.6,99.92,0.41
"The Freedom Caucus will hurt the entire Republican agenda if they don't get on the team, and fast. We must fight them, and Dems, in 2018!",2017-03-30,2017-03-30,100.41,99.96,100.6,99.92,0.41
The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws? ,2017-03-30,2017-03-30,100.41,99.96,100.6,99.92,0.41
Great op-ed from @RepKenBuck. Looks like some in the Freedom Caucus are helping me end #Obamacare. ,2017-03-30,2017-03-30,100.41,99.96,100.6,99.92,0.41
"If @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador would get on board we would have both great healthcare and massive tax cuts and reform.",2017-03-30,2017-03-30,100.41,99.96,100.6,99.92,0.41
"Where are @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador?#RepealANDReplace #Obamacare",2017-03-30,2017-03-30,100.41,99.96,100.6,99.92,0.41
We are going to defend our industry and create a level playing field for the American worker. It is time to put #AmericaFirst and #MAGA! ,2017-03-31,2017-03-31,100.35,100.49,100.65,100.25,-0.06
"Great meeting with a wonderful woman today, former Secretary of State, Condoleezza Rice! #USA ",2017-03-31,2017-03-31,100.35,100.49,100.65,100.25,-0.06
'Trump Celebrates American Manufacturing Survey Showing Highest Level of Optimism in 20 Years' ,2017-03-31,2017-03-31,100.35,100.49,100.65,100.25,-0.06
"Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media and Dems, of historic proportion!",2017-03-31,2017-03-31,100.35,100.49,100.65,100.25,-0.06
Only by enlisting the full potential of women in our society will we be truly able to #MakeAmericaGreatAgain ,2017-03-31,2017-03-31,100.35,100.49,100.65,100.25,-0.06
The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits and job losses. American companies must be prepared to look at other alternatives.,2017-03-31,2017-03-31,100.35,100.49,100.65,100.25,-0.06
"It was an honor to welcome the Prime Minister of Denmark, Lars Lokke Rasmussen {@larsloekke} to the @WhiteHouse yesterday! ",2017-03-31,2017-03-31,100.35,100.49,100.65,100.25,-0.06
When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?,2017-04-01,2017-04-03,100.54,100.5,100.69,100.37,0.19
"It is the same Fake News Media that said there is ""no path to victory for Trump"" that is now pushing the phony Russia story. A total scam!",2017-04-01,2017-04-03,100.54,100.5,100.69,100.37,0.19
"The failing @nytimes finally gets it - ""In places where no insurance company offers plans, there will be no way for ObamaCare customers to use subsidies to buy health plans."" In other words, Ocare is dead. Good things will happen, however, either with Republicans or Dems.",2017-04-01,2017-04-03,100.54,100.5,100.69,100.37,0.19
"Wow, @FoxNews just reporting big news. Source: ""Official behind unmasking is high up. Known Intel official is responsible. Some unmasked not associated with Russia. Trump team spied on before he was nominated."" If this is true, does not get much bigger. Would be sad for U.S.",2017-04-01,2017-04-03,100.54,100.5,100.69,100.37,0.19
Thank you @JCLayfield -- will get even better as my Administration continues to put #AmericaFirst ,2017-04-02,2017-04-03,100.54,100.5,100.69,100.37,0.19
Anybody (especially Fake News media) who thinks that Repeal and Replace of ObamaCare is dead does not know the love and strength in R Party!,2017-04-02,2017-04-03,100.54,100.5,100.69,100.37,0.19
"Talks on Repealing and Replacing ObamaCare are, and have been, going on, and will continue until such time as a deal is hopefully struck.",2017-04-02,2017-04-03,100.54,100.5,100.69,100.37,0.19
The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.,2017-04-02,2017-04-03,100.54,100.5,100.69,100.37,0.19
It was an honor to welcome President Al Sisi of Egypt to the @WhiteHouse as we renew the historic partnership between the U.S. and Egypt. ,2017-04-03,2017-04-03,100.54,100.5,100.69,100.37,0.19
"Getting ready to meet President al-Sisi of Egypt. On behalf of the United States, I look forward to a long and wonderful relationship.",2017-04-03,2017-04-03,100.54,100.5,100.69,100.37,0.19
".@FoxNews from multiple sources: ""There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."" @FBI",2017-04-03,2017-04-03,100.54,100.5,100.69,100.37,0.19
Looking forward to hosting our heroes from the Wounded Warrior Project (@WWP) Soldier Ride to the @WhiteHouse on Thursday! ,2017-04-03,2017-04-03,100.54,100.5,100.69,100.37,0.19
Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?,2017-04-03,2017-04-03,100.54,100.5,100.69,100.37,0.19
"Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. ""Spied on before nomination."" The real story.",2017-04-03,2017-04-03,100.54,100.5,100.69,100.37,0.19
"Melania and I are honored to light up the @WhiteHouse this evening, for #WorldAutismAwarenessDay. Join us and #LIUB. ",2017-04-03,2017-04-03,100.54,100.5,100.69,100.37,0.19
Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!,2017-04-03,2017-04-03,100.54,100.5,100.69,100.37,0.19
Thank you Sean McGarvey and the entire Governing Board of Presidents for honoring me w/an invite to speak. #NABTU2017 ,2017-04-04,2017-04-04,100.54,100.49,100.73,100.42,0.0
Great to talk jobs with #NABTU2017. Tremendous spirit and optimism - we will deliver! ,2017-04-04,2017-04-04,100.54,100.49,100.73,100.42,0.0
I am deeply committed to preserving our strong relationship and to strengthening America's long-standing support for Jordan. @KingAbdullahII. ,2017-04-05,2017-04-05,100.56,100.52,100.85,100.41,0.02
"It was an honor to host our American heroes from the @WWP #SoldierRideDC at the @WhiteHouse today with @FLOTUS, @VP and @SecondLady. #USA ",2017-04-06,2017-04-06,100.67,100.5,100.77,100.38,0.11
Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!,2017-04-08,2017-04-10,101.02,101.18,101.34,100.94,-0.16
The reason you don't generally hit runways is that they are easy and inexpensive to quickly fix (fill in and top)!,2017-04-08,2017-04-10,101.02,101.18,101.34,100.94,-0.16
RT @IvankaTrump: Very proud of Arabella and Joseph for their performance in honor of President Xi Jinping and Madame Peng Liyuan's official...,2017-04-08,2017-04-10,101.02,101.18,101.34,100.94,-0.16
"It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous goodwill and friendship was formed, but only time will tell on trade.",2017-04-08,2017-04-10,101.02,101.18,101.34,100.94,-0.16
So sad to hear of the terrorist attack in Egypt. U.S. strongly condemns. I have great confidence that President Al Sisi will handle situation properly.,2017-04-09,2017-04-10,101.02,101.18,101.34,100.94,-0.16
"Happy Passover to everyone celebrating in the United States of America, Israel, and around the world. #ChagSameach",2017-04-11,2017-04-11,100.71,100.97,101.08,100.58,-0.31
I explained to the President of China that a trade deal with the U.S. will be far better for them if they solve the North Korean problem!,2017-04-11,2017-04-11,100.71,100.97,101.08,100.58,-0.31
"North Korea is looking for trouble. If China decides to help, that would be great. If not, we will solve the problem without them! U.S.A.",2017-04-11,2017-04-11,100.71,100.97,101.08,100.58,-0.31
"Ron Estes is running TODAY for Congress in the Great State of Kansas. A wonderful guy, I need his help on Healthcare and Tax Cuts (Reform).",2017-04-11,2017-04-11,100.71,100.97,101.08,100.58,-0.31
Great Strategic and Policy CEO Forum today with my Cabinet Secretaries and top CEO's from around the United States. #AmericaFirst ,2017-04-11,2017-04-11,100.71,100.97,101.08,100.58,-0.31
Great meeting w/ NATO Sec. Gen. We agreed on the importance of getting countries to pay their fair share and focus on the threat of terrorism. ,2017-04-12,2017-04-12,100.78,100.73,100.82,100.09,0.07
Had a very good call last night with the President of China concerning the menace of North Korea.,2017-04-12,2017-04-12,100.78,100.73,100.82,100.09,0.07
"Great win in Kansas last night for Ron Estes, easily winning the Congressional race against the Dems, who spent heavily and predicted victory!",2017-04-12,2017-04-12,100.78,100.73,100.82,100.09,0.07
Economic confidence is soaring as we unleash the power of private sector job creation and stand up for the American Workers. #AmericaFirst,2017-04-13,2017-04-13,100.56,100.16,100.6,100.01,-0.22
"One by one we are keeping our promises - on the border, on energy, on jobs, on regulations. Big changes are happening!",2017-04-13,2017-04-13,100.56,100.16,100.6,100.01,-0.22
"Jobs are returning, illegal immigration is plummeting, law, order and justice are being restored. We are truly making America great again!",2017-04-13,2017-04-13,100.56,100.16,100.6,100.01,-0.22
"I have great confidence that China will properly deal with North Korea. If they are unable to do so, the U.S., with its allies, will! U.S.A.",2017-04-13,2017-04-13,100.56,100.16,100.6,100.01,-0.22
Things will work out fine between the U.S.A. and Russia. At the right time everyone will come to their senses and there will be lasting peace!,2017-04-13,2017-04-13,100.56,100.16,100.6,100.01,-0.22
It was a great honor to welcome Atlanta's heroic first responders to the White House this afternoon! ,2017-04-13,2017-04-13,100.56,100.16,100.6,100.01,-0.22
RT @DRUDGE_REPORT: GREAT AGAIN: FEDS ARREST MURDER SUSPECT IN 'FAST AND FURIOUS' SCANDAL... ,2017-04-14,2017-04-14,100.56,100.58,100.61,100.36,0.0
RT @FLOTUS: Looking forward to hosting the annual Easter Egg Roll at the @WhiteHouse on Monday! ,2017-04-14,2017-04-14,100.56,100.58,100.61,100.36,0.0
Why would I call China a currency manipulator when they are working with us on the North Korean problem? We will see what happens!,2017-04-16,2017-04-17,100.29,100.49,100.47,100.0,-0.27
I did what was an almost an impossible thing to do for a Republican-easily won the Electoral College! Now Tax Returns are brought up again?,2017-04-16,2017-04-17,100.29,100.49,100.47,100.0,-0.27
Someone should look into who paid for the small organized rallies yesterday. The election is over!,2017-04-16,2017-04-17,100.29,100.49,100.47,100.0,-0.27
"Our military is building and is rapidly becoming stronger than ever before. Frankly, we have no choice!",2017-04-16,2017-04-17,100.29,100.49,100.47,100.0,-0.27
The Fake Media (not Real Media) has gotten even worse since the election. Every story is badly slanted. We have to hold them to the truth!,2017-04-17,2017-04-17,100.29,100.49,100.47,100.0,-0.27
"The super Liberal Democrat in the Georgia Congressioal race tomorrow wants to protect criminals, allow illegal immigration and raise taxes!",2017-04-17,2017-04-17,100.29,100.49,100.47,100.0,-0.27
"""The first 90 days of my presidency has exposed the total failure of the last eight years of foreign policy!"" So true. @foxandfriends",2017-04-17,2017-04-17,100.29,100.49,100.47,100.0,-0.27
"The recent Kansas election (Congress) was a really big media event, until the Republicans won. Now they play the same game with Georgia-BAD!",2017-04-17,2017-04-17,100.29,100.49,100.47,100.0,-0.27
"A great book for your reading enjoyment: ""REASONS TO VOTE FOR DEMOCRATS"" by Michael J. Knowles.",2017-04-17,2017-04-17,100.29,100.49,100.47,100.0,-0.27
Republicans must get out today and VOTE in Georgia 6. Force runoff and easy win! Dem Ossoff will raise your taxes-very bad on crime and 2nd A.,2017-04-18,2017-04-18,99.5,100.34,100.4,99.47,-0.79
"Democrat Jon Ossoff would be a disaster in Congress. VERY weak on crime and illegal immigration, bad for jobs and wants higher taxes. Say NO",2017-04-18,2017-04-18,99.5,100.34,100.4,99.47,-0.79
"Just learned that Jon @Ossoff, who is running for Congress in Georgia, doesn't even live in the district. Republicans, get out and vote!",2017-04-18,2017-04-18,99.5,100.34,100.4,99.47,-0.79
"With eleven Republican candidates running in Georgia (on Tuesday) for Congress, a runoff will be a win. Vote ""R"" for lower taxes and safety!",2017-04-18,2017-04-18,99.5,100.34,100.4,99.47,-0.79
See you tomorrow Wisconsin!'Trump spurs small-business optimism in Milwaukee area',2017-04-18,2017-04-18,99.5,100.34,100.4,99.47,-0.79
TRUMP APPROVAL HITS 50%,2017-04-18,2017-04-18,99.5,100.34,100.4,99.47,-0.79
The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!,2017-04-18,2017-04-18,99.5,100.34,100.4,99.47,-0.79
"Despite major outside money, FAKE media support and eleven Republican candidates, BIG ""R"" win with runoff in Georgia. Glad to be of help!",2017-04-19,2017-04-19,99.74,99.51,99.89,99.51,0.24
Dems failed in Kansas and are now failing in Georgia. Great job Karen Handel! It is now Hollywood vs. Georgia on June 20th.,2017-04-19,2017-04-19,99.74,99.51,99.89,99.51,0.24
Today I signed the Veterans (OUR HEROES) Choice Program Extension and Improvement Act @ the @WhiteHouse. #S544 Watch ,2017-04-19,2017-04-19,99.74,99.51,99.89,99.51,0.24
A great honor to host the @SuperBowl Champion New England @Patriots at the White House today. Congratulations! ,2017-04-20,2017-04-20,99.78,99.78,99.85,99.37,0.04
"Failing @nytimes, which has been calling me wrong for two years, just got caught in a big lie concerning New England Patriots visit to W.H.",2017-04-20,2017-04-20,99.78,99.78,99.85,99.37,0.04
"We're going to use American steel, we're going to use American labor, we are going to come first in all deals. ",2017-04-20,2017-04-20,99.78,99.78,99.85,99.37,0.04
A great honor to host PM Paolo Gentiloni of Italy at the White House this afternoon! #ICYMI- Joint Press Conference: ,2017-04-20,2017-04-20,99.78,99.78,99.85,99.37,0.04
"No matter how much I accomplish during the ridiculous standard of the first 100 days, and it has been a lot (including S.C.), media will kill!",2017-04-21,2017-04-21,99.98,99.83,100.03,99.65,0.2
"China is very much the economic lifeline to North Korea so, while nothing is easy, if they want to solve the North Korean problem, they will",2017-04-21,2017-04-21,99.98,99.83,100.03,99.65,0.2
Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on presidential election!,2017-04-21,2017-04-21,99.98,99.83,100.03,99.65,0.2
RT @foxandfriends: NYT editor apologizes for misleading tweet about New England Patriots' visit to the White House (via @FoxFriendsFirst) h...,2017-04-21,2017-04-21,99.98,99.83,100.03,99.65,0.2
I am committed to keeping our air and water clean but always remember that economic growth enhances environmental protection. Jobs matter!,2017-04-22,2017-04-24,99.09,98.97,99.33,98.91,-0.89
Big TAX REFORM AND TAX REDUCTION will be announced next Wednesday.,2017-04-22,2017-04-24,99.09,98.97,99.33,98.91,-0.89
Getting ready to visit Walter Reed Medical Center with Melania. Looking forward to seeing our bravest and greatest Americans!,2017-04-22,2017-04-24,99.09,98.97,99.33,98.91,-0.89
"Today on Earth Day, we celebrate our beautiful forests, lakes and land. We stand committed to preserving the natural beauty of our nation.",2017-04-22,2017-04-24,99.09,98.97,99.33,98.91,-0.89
"RT @foxandfriends: Chicago approves new plan to hide illegal immigrants from the feds, plus give them access to city services ",2017-04-22,2017-04-24,99.09,98.97,99.33,98.91,-0.89
"After 5 SB victories since 2002, it was my honor to give Bob Kraft, Coach Belichick, and the players their first tour of the WH Residence. ",2017-04-22,2017-04-24,99.09,98.97,99.33,98.91,-0.89
'Presidential Executive Order on Identifying and Reducing Tax Regulatory Burdens' Executive Order: ,2017-04-22,2017-04-24,99.09,98.97,99.33,98.91,-0.89
"RT @Scavino45: .@POTUS @realDonaldTrump, @IvankaTrump, Jared Kushner, and Dina Powell in the Oval Office today w/ Aya and her brother Basel.#W...",2017-04-22,2017-04-24,99.09,98.97,99.33,98.91,-0.89
RT @foxandfriends: Israeli PM Netanyahu praises U.S. policy changes during meeting with Defense. Sec Mattis ,2017-04-22,2017-04-24,99.09,98.97,99.33,98.91,-0.89
ObamaCare is in serious trouble. The Dems need big money to keep it going - otherwise it dies far sooner than anyone would have thought.,2017-04-23,2017-04-24,99.09,98.97,99.33,98.91,-0.89
The Democrats don't want money from budget going to border wall despite the fact that it will stop drugs and very bad MS 13 gang members.,2017-04-23,2017-04-24,99.09,98.97,99.33,98.91,-0.89
"Eventually, but at a later date so we can get started early, Mexico will be paying, in some form, for the badly needed border wall.",2017-04-23,2017-04-24,99.09,98.97,99.33,98.91,-0.89
New polls out today are very good considering that much of the media is FAKE and almost always negative. Would still beat Hillary in  popular vote. ABC News/Washington Post Poll (wrong big on election) said almost all stand by their vote on me and 53% said strong leader.,2017-04-23,2017-04-24,99.09,98.97,99.33,98.91,-0.89
"Today, I signed the Holocaust Remembrance Proclamation: #ICYMI- My statement last night at the @WorldJewishCong. ",2017-04-24,2017-04-24,99.09,98.97,99.33,98.91,-0.89
"If our healthcare plan is approved, you will see real healthcare and premiums will start tumbling down. ObamaCare is in a death spiral!",2017-04-24,2017-04-24,99.09,98.97,99.33,98.91,-0.89
"The Wall is a very important tool in stopping drugs from pouring into our country and poisoning our youth (and many others)! If .the wall is not built, which it will be, the drug situation will NEVER be fixed the way it should be!#BuildTheWall",2017-04-24,2017-04-24,99.09,98.97,99.33,98.91,-0.89
"The two fake news polls released yesterday, ABC and NBC, while containing some very positive info, were totally wrong in General E. Watch!",2017-04-24,2017-04-24,99.09,98.97,99.33,98.91,-0.89
Join me in congratulating @NASA's @AstroPeggy by using the hashtag #CongratsPeggy! Earlier today: ,2017-04-24,2017-04-24,99.09,98.97,99.33,98.91,-0.89
Proud of @IvankaTrump for her leadership on these important issues. Looking forward to hearing her speak at the W20! ,2017-04-25,2017-04-25,98.78,99.05,99.22,98.69,-0.31
Canada has made business for our dairy farmers in Wisconsin and other border states very difficult. We will not stand for this. Watch!,2017-04-25,2017-04-25,98.78,99.05,99.22,98.69,-0.31
"Don't let the fake media tell you that I have changed my position on the WALL. It will get built and help stop drugs, human trafficking etc.",2017-04-25,2017-04-25,98.78,99.05,99.22,98.69,-0.31
Remarks at the United States Holocaust Memorial Museum's National Days of Remembrance. Full remarks: ,2017-04-25,2017-04-25,98.78,99.05,99.22,98.69,-0.31
'Presidential Executive Order on Promoting Agriculture and Rural Prosperity in America'Executive Order: ,2017-04-26,2017-04-26,99.05,98.85,99.33,98.73,0.27
First the Ninth Circuit rules against the ban and now it hits again on sanctuary cities-both ridiculous rulings. See you in the Supreme Court!,2017-04-26,2017-04-26,99.05,98.85,99.33,98.73,0.27
"Out of our very big country, with many choices, does everyone notice that both the ""ban"" case and now the ""sanctuary"" case is brought in  the Ninth Circuit, which has a terrible record of being overturned (close to 80%). They used to call this ""judge shopping!"" Messy system.",2017-04-26,2017-04-26,99.05,98.85,99.33,98.73,0.27
The U.S. recorded its slowest economic growth in five years (2016). GDP up only 1.6%. Trade deficits hurt the economy very badly.,2017-04-26,2017-04-26,99.05,98.85,99.33,98.73,0.27
"Today, I signed an Executive Order @ the U.S. Dept. of @Interior: 'Review of Designations Under the Antiquities Act' ",2017-04-26,2017-04-26,99.05,98.85,99.33,98.73,0.27
"Today, I signed an Executive Order on Enforcing Statutory Prohibitions on Federal Control of Education. EO: ",2017-04-26,2017-04-26,99.05,98.85,99.33,98.73,0.27
As families prepare for summer vacations in our National Parks - Democrats threaten to close them and shut down the government. Terrible!,2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
Democrats used to support border security - now they want illegals to pour through our borders.,2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
"Presidential Memorandum for the @CommerceGov, @SecretaryRoss re: Aluminum Imports and Threats to National Security: ",2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
.@FLOTUS Melania and I were honored to welcome Argentina President @MauricioMacri and First Lady Juliana Awada to the @WhiteHouse today ,2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
Democrats jeopardizing the safety of our troops to bail out their donors from insurance companies. It is time to put #AmericaFirst,2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
The Democrats want to shut government if we don't bail out Puerto Rico and give billions to their insurance companies for OCare failure. NO!,2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
I promise to rebuild our military and secure our border. Democrats want to shut down the government. Politics!,2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
"A great great honor to welcome and recognize the National Teacher of the Year, as well as the Teacher of the Year from each State and territory! ",2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
"Democrats are trying to bail out insurance companies from disastrous #ObamaCare, and Puerto Rico with your tax dollars. Sad!",2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
What's more important? Rebuilding our military - or bailing out insurance companies? Ask the Democrats.,2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
I want to help our miners while the Democrats are blocking their healthcare.,2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
"I received calls from the President of Mexico and the Prime Minister of Canada asking to renegotiate NAFTA rather than terminate. I agreed subject to the fact that if we do not reach a fair deal for all, we will then terminate NAFTA. Relationships are good-deal very possible!",2017-04-27,2017-04-27,99.08,98.95,99.33,98.81,0.03
"Today, I signed an Executive Order on Improving Accountability and Whistleblower Protection at the @DeptVetAffairs: ",2017-04-28,2017-04-28,99.05,99.17,99.25,98.72,-0.03
