Text,Date_with_affect,Date,Price,Open,High,Low,Change
"The Stock Market has been creating tremendous benefits for our country in the form of not only Record Setting Stock Prices, but present and future Jobs, Jobs, Jobs. Seven TRILLION dollars of value created since our big election win!",2018-01-07,2018-01-08,92.36,92.06,92.4,91.88,0.45
"""His is turning out to be an enormously consequential presidency. So much so that, despite my own frustration over his missteps, there has never been a day when I wished Hillary Clinton were president. Not one. Indeed, as Trump's accomplishments accumulate, the mere thought of Clinton in the WH, doubling down on Barack Obama's failed policies, washes away any doubts that America made the right choice. This was truly a change election - and the changes Trump is bringing are far-reaching and necessary."" Thank you Michael Goodwin! ",2018-01-08,2018-01-08,92.36,92.06,92.4,91.88,0.45
African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote! #NeverForget @foxandfriends,2018-01-08,2018-01-08,92.36,92.06,92.4,91.88,0.45
Can't wait to be back in the amazing state of Tennessee to address the 99th American @FarmBureau Federation's Annual Convention in Nashville! #AFBF18On my way now - join me LIVE at 4:00pmE: ,2018-01-08,2018-01-08,92.36,92.06,92.4,91.88,0.45
"On behalf of the American people, THANK YOU to our incredible law enforcement officers. As President of the United States - I will fight for you, and I will never, ever let you down. Now, more than ever, we must support the men and women in blue! #LawEnforcementAppreciationDay ",2018-01-09,2018-01-09,92.53,92.34,92.64,92.21,0.18
"It was my great honor to sign H.R. 267, the ""Martin Luther King, Jr. National Historical Park Act,"" which redesignates the Martin Luther King, Junior, National Historic Site in the State of Georgia as the Martin Luther King, Jr. National Historical Park. ",2018-01-09,2018-01-09,92.53,92.34,92.64,92.21,0.18
"In every decision we make, we are honoring America's PROUD FARMING LEGACY. Years of crushing taxes, crippling regs, and corrupt politics left our communities hurting, our economy stagnant, and millions of hardworking Americans COMPLETELY FORGOTTEN. But they are not forgotten ANYMORE! ",2018-01-09,2018-01-09,92.53,92.34,92.64,92.21,0.18
We have been working every day to DELIVER for America's Farmers just as they work every day to deliver FOR US. #AFBF18 ,2018-01-09,2018-01-09,92.53,92.34,92.64,92.21,0.18
"We are fighting for our farmers, for our country, and for our GREAT AMERICAN FLAG. We want our flag respected - and we want our NATIONAL ANTHEM respected also! ",2018-01-09,2018-01-09,92.53,92.34,92.64,92.21,0.18
"Today, it was my great honor to welcome Prime Minister Erna Solberg of Norway to the @WhiteHouse - a great friend and ally of the United States! Joint press conference: ",2018-01-10,2018-01-10,92.33,92.57,92.58,91.92,-0.22
"I want to thank my @Cabinet for working tirelessly on behalf of our country. 2017 was a year of monumental achievement and we look forward to the year ahead. Together, we are delivering results and MAKING AMERICA GREAT AGAIN! ",2018-01-10,2018-01-10,92.33,92.57,92.58,91.92,-0.22
"The single greatest Witch Hunt in American history continues. There was no collusion, everybody including the Dems knows there was no collusion, and yet on and on it goes. Russia and the world is laughing at the stupidity they are witnessing. Republicans should finally take control!",2018-01-10,2018-01-10,92.33,92.57,92.58,91.92,-0.22
"The fact that Sneaky Dianne Feinstein, who has on numerous occasions stated that collusion between Trump/Russia has not been found, would release testimony in such an underhanded and possibly illegal way, totally without authorization, is a disgrace. Must have tough Primary!",2018-01-10,2018-01-10,92.33,92.57,92.58,91.92,-0.22
It just shows everyone how broken and unfair our Court System is when the opposing side in a case (such as DACA) always runs to the 9th Circuit and almost always wins before being reversed by higher courts.,2018-01-10,2018-01-10,92.33,92.57,92.58,91.92,-0.22
"Thank you @GOPLeader Kevin McCarthy! Couldn't agree w/you more. TOGETHER, we are #MAGA ",2018-01-10,2018-01-10,92.33,92.57,92.58,91.92,-0.22
"As I made very clear today, our country needs the security of the Wall on the Southern Border, which must be part of any DACA approval.",2018-01-10,2018-01-10,92.33,92.57,92.58,91.92,-0.22
"RT @Scavino45: ""Utilities cutting rates, cite benefits of Trump tax reform"" ",2018-01-10,2018-01-10,92.33,92.57,92.58,91.92,-0.22
"Today, it was my great honor to sign a new Executive Order to ensure Veterans have the resources they need as they transition back to civilian life. We must ensure that our HEROES are given the care and support they so richly deserve! ",2018-01-10,2018-01-10,92.33,92.57,92.58,91.92,-0.22
"Thanks to all of the Republican and Democratic lawmakers for today's very productive meeting on immigration reform. There was strong agreement to negotiate a bill that deals with border security, chain migration, lottery and DACA. ",2018-01-10,2018-01-10,92.33,92.57,92.58,91.92,-0.22
".@ICEgov HSI agents and ERO officers, on behalf of an entire Nation, THANK YOU for what you are doing 24/7/365 to keep fellow American's SAFE. Everyone is so grateful!#LawEnforcementAppreciationDayPresident @realDonaldTrump ",2018-01-10,2018-01-10,92.33,92.57,92.58,91.92,-0.22
"""45 year low in illegal immigration this year."" @foxandfriends",2018-01-11,2018-01-11,91.85,92.33,92.55,91.79,-0.52
"Great news, as a result of our TAX CUTS and JOBS ACT! ",2018-01-11,2018-01-11,91.85,92.33,92.55,91.79,-0.52
"With that being said, I have personally directed the fix to the unmasking process since taking office and today's vote is about foreign surveillance of foreign bad guys on foreign land. We need it! Get smart!",2018-01-11,2018-01-11,91.85,92.33,92.55,91.79,-0.52
"""House votes on controversial FISA ACT today."" This is the act that may have been used, with the help of the discredited and phony Dossier, to so badly surveil and abuse the Trump Campaign by the previous administration and others?",2018-01-11,2018-01-11,91.85,92.33,92.55,91.79,-0.52
"Disproven and paid for by Democrats ""Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the Election?"" @foxandfriends Did Dems or Clinton also pay Russians? Where are hidden and smashed DNC servers? Where are Crooked Hillary Emails? What a mess!",2018-01-11,2018-01-11,91.85,92.33,92.55,91.79,-0.52
"The United States needs the security of the Wall on the Southern Border, which must be part of any DACA approval. The safety and security of our country is #1! ",2018-01-11,2018-01-11,91.85,92.33,92.55,91.79,-0.52
"Good news: Toyota and Mazda announce giant new Huntsville, Alabama, plant which will produce over 300,000 cars and SUV's a year and employ 4000 people. Companies are coming back to the U.S. in a very big way. Congratulations Alabama!",2018-01-11,2018-01-11,91.85,92.33,92.55,91.79,-0.52
"Cutting taxes and simplifying regulations makes America the place to invest! Great news as Toyota and Mazda announce they are bringing 4,000 JOBS and investing $1.6 BILLION in Alabama, helping to further grow our economy! ",2018-01-11,2018-01-11,91.85,92.33,92.55,91.79,-0.52
"In new Quinnipiac Poll, 66% of people feel the economy is ""Excellent or Good."" That is the highest number ever recorded by this poll.",2018-01-11,2018-01-11,91.85,92.33,92.55,91.79,-0.52
"Sadly, Democrats want to stop paying our troops and government workers in order to give a sweetheart deal, not a fair deal, for DACA. Take care of our Military, and our Country, FIRST!",2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
"The language used by me at the DACA meeting was tough, but this was not the language used. What was really tough was the outlandish proposal made - a big setback for DACA!",2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
"The so-called bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen was a big step backwards. Wall was not properly funded, Chain and Lottery were made worse and USA would be forced to take large numbers of people from high crime .countries which are doing badly. I want a merit based system of immigration and people who will help take our country to the next level. I want safety and security for our people. I want to stop the massive inflow of drugs. I want to fund our military, not do a Dem defund .Because of the Democrats not being interested in life and safety, DACA has now taken a big step backwards. The Dems will threaten ""shutdown,"" but what they are really doing is shutting down our military, at a time we need it most. Get smart, MAKE AMERICA GREAT AGAIN!",2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
"Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the best located and finest embassy in London for ""peanuts,"" only to build a new one in an off location for 1.2 billion dollars. Bad deal. Wanted me to cut ribbon-NO!",2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
"Today, it was my great honor to proclaim January 15, 2018, as Martin Luther King Jr., Federal Holiday. I encourage all Americans to observe this day with appropriate civic, community, and service activities in honor of Dr. King's life and legacy. ",2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization. Very disrespectful to committee members and possibly illegal. She blamed her poor decision on the fact she had a cold - a first!,2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
"The Democrats seem intent on having people and drugs pour into our country from the Southern Border, risking thousands of lives in the process. It is my duty to protect the lives and safety of all Americans. We must build a Great Wall, think Merit and end Lottery and Chain. USA!",2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
"Yesterday, I signed the #INTERDICTAct (H.R. 2142) with bipartisan members of Congress to help end the flow of drugs into our country. Together, we are committed to doing everything we can to combat the deadly scourge of drug addiction and overdose in the United States! ",2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
"Never said anything derogatory about Haitians other than Haiti is, obviously, a very poor and troubled country. Never said ""take them out."" Made up by Dems. I have a wonderful relationship with Haitians. Probably should record future meetings - unfortunately, no trust!",2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
"More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1 BILLION in Michigan plant, relocating their heavy-truck production from Mexico to Michigan, adding 2,500 new jobs and paying $2,000 bonus to U.S. employees! ",2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
"Chrysler is moving a massive plant from Mexico to Michigan, reversing a years long opposite trend. Thank you Chrysler, a very wise decision. The voters in Michigan are very happy they voted for Trump/Pence. Plenty of more to follow!",2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special!,2018-01-12,2018-01-12,90.97,91.85,91.88,90.9,-0.96
"Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA, from Mexico and many others will follow. Tax cut money to employees is pouring into our economy with many more companies announcing. American business is hot again!",2018-01-13,2018-01-15,90.97,90.94,90.97,90.28,0.0
The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!,2018-01-13,2018-01-15,90.97,90.94,90.97,90.28,0.0
"I don't believe the Democrats really want to see a deal on DACA. They are all talk and no action. This is the time but, day by day, they are blowing the one great opportunity they have. Too bad!",2018-01-13,2018-01-15,90.97,90.94,90.97,90.28,0.0
"So much Fake News is being reported. They don't even try to get it right, or correct it when they are wrong. They promote the Fake Book of a mentally deranged author, who knowingly writes false information. The Mainstream Media is crazed that WE won the election!",2018-01-14,2018-01-15,90.97,90.94,90.97,90.28,0.0
RT @LouDobbs: The stock market has gained an incredible 7.8 Trillion dollars in market value since @POTUS was elected!,2018-01-14,2018-01-15,90.97,90.94,90.97,90.28,0.0
"The Wall Street Journal stated falsely that I said to them ""I have a good relationship with Kim Jong Un"" (of N. Korea). Obviously I didn't say that. I said ""I'd have a good relationship with Kim Jong Un,"" a big difference. Fortunately we now record conversations with reporters and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS!",2018-01-14,2018-01-15,90.97,90.94,90.97,90.28,0.0
"DACA is probably dead because the Democrats don't really want it, they just want to talk and take desperately needed money away from our Military.",2018-01-14,2018-01-15,90.97,90.94,90.97,90.28,0.0
"I, as President, want people coming into our Country who are going to help us become strong and great again, people coming in through a system based on MERIT. No more Lotteries! #AMERICA FIRST",2018-01-14,2018-01-15,90.97,90.94,90.97,90.28,0.0
"""President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers. Most explosive Stock Market rally that we've seen in modern times. 18,000 to 26,000 from Election, and grounded in profitability and growth. All Trump, not 0 big unnecessary regulation cuts made it all possible"" (among many other things). ""President Trump reversed the policies of President Obama, and reversed our economic decline."" Thank you Stuart Varney. @foxandfriends",2018-01-14,2018-01-15,90.97,90.94,90.97,90.28,0.0
Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can't get made when there is no trust! Durbin blew DACA and is hurting our Military.,2018-01-15,2018-01-15,90.97,90.94,90.97,90.28,0.0
"Statement by me last night in Florida: ""Honestly, I don't think the Democrats want to make a deal. They talk about DACA, but they don't want to help..We are ready, willing and able to make a deal but they don't want to. They don't want security at the border, they don't want to stop drugs, they want to take money away from our military which we cannot do."" My standard is very simple, AMERICA FIRST and MAKE AMERICA GREAT AGAIN!",2018-01-15,2018-01-15,90.97,90.94,90.97,90.28,0.0
"Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubled. Thank you, and it will get even (much) better! @FoxNews",2018-01-16,2018-01-16,90.39,90.44,90.83,90.34,-0.64
"""90% of Trump 2017 news coverage was negative"" -and much of it contrived!@foxandfriends",2018-01-16,2018-01-16,90.39,90.44,90.83,90.34,-0.64
"Today, it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the @WhiteHouse! ",2018-01-16,2018-01-16,90.39,90.44,90.83,90.34,-0.64
"The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be our rapidly rebuilding Military, at a time we need it more than ever. We need a merit based system of immigration, and we need it now! No more dangerous Lottery.",2018-01-16,2018-01-16,90.39,90.44,90.83,90.34,-0.64
"Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news, but rather talks about anything negative or that can be turned into the negative. The Russian Collusion Hoax is dead, except as it pertains to the Dems. Public gets it!",2018-01-16,2018-01-16,90.39,90.44,90.83,90.34,-0.64
"We must have Security at our VERY DANGEROUS SOUTHERN BORDER, and we must have a great WALL to help protect us, and to help stop the massive inflow of drugs pouring into our country!",2018-01-16,2018-01-16,90.39,90.44,90.83,90.34,-0.64
"New report from DOJ and DHS shows that nearly 3 in 4 individuals convicted of terrorism-related charges are foreign-born. We have submitted to Congress a list of resources and reforms .we need to keep America safe, including moving away from a random chain migration and lottery system, to one that is merit-based. ",2018-01-17,2018-01-17,90.54,90.41,90.82,90.34,0.17
