Id,Text,Date,Open,Market_change
816999062562107392,"The dishonest media likes saying that I am in Agreement with Julian Assange - wrong. I simply state what he states, it is for the people to make up their own minds as to the truth. The media lies to make it look like I am against ""Intelligence"" when in fact I am a big fan!",2017-01-05,86.41,0.55
817071792711942145,"Toyota Motor said will build a new plant in Baja, Mexico, to build Corolla cars for U.S. NO WAY! Build plant in U.S. or pay big border tax.",2017-01-05,86.41,0.55
817374875962769408,"Anna Wintour came to my office at Trump Tower to ask me to meet with the editors of Conde Nast and Steven Newhouse, a friend. Will go this AM.",2017-01-06,86.88,-0.23
817453219613917185,Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!,2017-01-06,86.88,-0.23
817413321058029568,I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.,2017-01-06,86.88,-0.23
817164923843280896,"How did NBC get ""an exclusive look into the top secret report he (Obama) was presented?"" Who gave them this report and why? Politics!",2017-01-06,86.88,-0.23
817329823374831617,"The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!",2017-01-06,86.88,-0.23
817166353266262016,The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia So how and why are they so sure about hacking if they never even requested an examination of the computer servers? What is going on?,2017-01-06,86.88,-0.23
817579925771341825,Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!,2017-01-08,86.72,0.02
817701436096126977,Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!,2017-01-08,86.72,0.02
818169485169410048,"Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!",2017-01-08,86.72,0.02
818307689323368448,Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,2017-01-09,86.7,0.44
818416446527172608,Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!,2017-01-09,86.7,0.44
818419002548568064,"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him ""groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!",2017-01-09,86.7,0.44
818460862675558400,"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford and Fiat C!",2017-01-09,86.7,0.44
819162968592183298,"I win an election easily, a great ""movement"" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!",2017-01-11,86.85,0.16
819164172781060096,"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",2017-01-11,86.85,0.16
819550083742109696,.@CNN is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!,2017-01-12,86.99,0.12
819858926455967744,"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",2017-01-13,87.1,0.17
819863039902097408,"It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably released by ""Intelligence"" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!",2017-01-13,87.1,0.17
819867246352801792,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,2017-01-13,87.1,0.17
819962894616064001,"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",2017-01-13,87.1,0.17
820251730407473153,"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",2017-01-15,87.15,-0.02
820723387995717632,"Thank you to Bob Woodward who said, ""That is a garbage document...it never should have been presented...Trump's right to be upset (angry) about that...Those Intelligence chiefs made a mistake here, and when people make mistakes, they should APOLOGIZE."" Media should also apologize",2017-01-15,87.15,-0.02
820450166331346944,"Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!",2017-01-15,87.15,-0.02
820764134857969666,".@NBCNews is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!",2017-01-16,87.23,-0.21
820786730257285120,".@FoxNews ""Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand."" Oh really, couldn't do much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",2017-01-16,87.23,-0.21
820992721120854016,Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!,2017-01-16,87.23,-0.21
821170750983995392,"""@levisteveholt: @realDonaldTrump I appreciate your use of Twitter to keep us informed and maintain transparency."" Very dishonest media!",2017-01-17,87.04,0.27
821342600322043905,"People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!",2017-01-17,87.04,0.27
821344302651555840,"The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.",2017-01-17,87.04,0.27
821364027506966532,"With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing ""big stuff.""",2017-01-17,87.04,0.27
821772494864580614,"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday. #Inauguration ",2017-01-18,87.28,-0.21
821930600290521089,Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C. #Heroes ,2017-01-19,87.09,0.2
822064153426857984,"""It wasn't Donald Trump that divided this country, this country has been divided for a long time!"" Stated today by Reverend Franklin Graham.",2017-01-19,87.09,0.2
822066132307808256,"Getting ready to leave for Washington, D.C. The journey begins and I will be working and fighting very hard to make it a great journey for..",2017-01-19,87.09,0.2
822421390125043713,It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!,2017-01-20,87.26,0.23
822502887477673984,We will follow two simple rules: BUY AMERICAN and HIRE AMERICAN!#InaugurationDay #MAGA,2017-01-20,87.26,0.23
823174199036542980,"Peaceful protests are a hallmark of our democracy. Even if I don't always agree, I recognize the rights of people to express their views.",2017-01-22,87.44,-0.04
823150055418920960,Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly.,2017-01-22,87.44,-0.04
823146987117772800,"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",2017-01-22,87.44,-0.04
823495059010109440,Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.,2017-01-23,87.43,0.1
823850781946343427,Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!,2017-01-24,87.52,-0.14
823939422743830528,"Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together, we will #MAGA! ",2017-01-24,87.52,-0.14
823950814163140609,Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Office. ,2017-01-24,87.52,-0.14
824078417213747200,Congratulations to @FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @CNN - public is smart!,2017-01-25,87.4,-0.03
824083821889015809,"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",2017-01-25,87.4,-0.03
824227824903090176,"I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",2017-01-25,87.4,-0.03
824615820391305216,"The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.",2017-01-26,87.37,-0.39
824407390674157568,"Beginning today, the United States of America gets back control of its borders. Full speech from today @DHSgov: ",2017-01-26,87.37,-0.39
824573698774601729,"Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!",2017-01-26,87.37,-0.39
824767281146245120,Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! ,2017-01-27,87.03,0.28
824970003153842176,"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits and little help on the very weak border must change, NOW!",2017-01-27,87.03,0.28
825017279209410561,The #MarchForLife is so important. To all of you marching --- you have my full support!,2017-01-27,87.03,0.28
825018149397463040,.@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! ,2017-01-27,87.03,0.28
825328817833123840,"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",2017-01-29,87.37,0.05
825368580325773312,"Today, we remember the crew of the Space Shuttle Challenger, 31 years later. #NeverForget ",2017-01-29,87.37,0.05
825822320128303110,"The joint statement of former presidential candidates John McCain and Lindsey Graham is wrong - they are sadly weak on immigration. The two Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.",2017-01-29,87.37,0.05
825690087857995776,Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity!,2017-01-29,87.37,0.05
826073437735100418,Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?,2017-01-30,87.32,-0.14
826229971584708608,The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.,2017-01-31,87.19,0.57
826390034693623809,Nancy Pelosi and Fake Tears Chuck Schumer held a rally at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!,2017-01-31,87.19,0.57
826391334248407040,When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!,2017-01-31,87.19,0.57
827119326880813056,Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion,2017-02-02,87.4,0.02
826990079738540033,Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!,2017-02-02,87.4,0.02
827478751931924480,"Iran is playing with fire - they don't appreciate how ""kind"" President Obama was to them. Not me!",2017-02-03,87.45,0.21
827480386120929280,Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!,2017-02-03,87.45,0.21
827482059438432260,"Meeting with biggest business leaders this morning. Good jobs are coming back to U.S., health care and tax bills are being crafted NOW!",2017-02-03,87.45,0.21
827499871011819520,A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.,2017-02-03,87.45,0.21
827981079042805761,"What is our country coming to when a judge can halt a Homeland Security travel ban and anyone, even with bad intentions, can come into U.S.?",2017-02-05,87.69,0.01
827874208021639168,"After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS @nytimes is still lost!",2017-02-05,87.69,0.01
827864176043376640,"When a country is no longer able to say who can, and who cannot , come in and out, especially for reasons of safety and.security - big trouble!",2017-02-05,87.69,0.01
828343072840900610,I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!,2017-02-05,87.69,0.01
828447350200926212,"What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow!",2017-02-06,87.64,-0.37
828574430800539648,"Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.",2017-02-06,87.64,-0.37
828575949268606977,"I call my own shots, largely based on an accumulation of data, and everyone knows it. Some FAKE NEWS media, in order to marginalize, lies!",2017-02-06,87.64,-0.37
829003091735359488,An honor having the National Sheriffs' Assoc. join me at the @WhiteHouse. Incredible men and women who protect and serve 24/7/365. THANK YOU!! ,2017-02-07,87.32,-0.43
828939235499638784,"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1 in terror, no problem!",2017-02-07,87.32,-0.43
828797801630937089,"The threat from radical Islamic terrorism is very real, just look at what is happening in Europe and the Middle-East. Courts must act fast!",2017-02-07,87.32,-0.43
828793887275761665,The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,2017-02-07,87.32,-0.43
829133645055135750,"It is a disgrace that my full Cabinet is still not in place, the longest such delay in the history of our country. Obstruction by Democrats!",2017-02-08,86.94,0.0
829299566344359936,"If the U.S. does not win this case as it so obviously should, we can never have the security and safety to which we are entitled. Politics!",2017-02-08,86.94,0.0
829414457126313986,'Immigration Ban Is One Of Trump's Most Popular Orders So Far' ,2017-02-08,86.94,0.0
829682794951475200,"Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so long he doesn't know how to win anymore, just look at the mess our country is in - bogged down in conflict all over the place. Our hero Ryan died on a winning mission ( according to General Mattis), not a ""failure."" Time for the U.S. to get smart and start winning again!",2017-02-09,86.94,-0.05
830042498806460417,"LAWFARE: ""Remarkably, in the entire opinion, the panel did not bother even to cite this (the) statute."" A disgraceful decision!",2017-02-10,86.9,-0.16
829836231802515457,"SEE YOU IN COURT, THE SECURITY OF OUR NATION IS AT STAKE!",2017-02-10,86.9,-0.16
830764596235485188,"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",2017-02-12,86.76,-0.06
830747067379232769,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA and YEMEN",2017-02-12,86.76,-0.06
830769247185952772,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,2017-02-12,86.76,-0.06
830558065715998726,"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",2017-02-12,86.76,-0.06
830555911559249926,"Played golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!",2017-02-12,86.76,-0.06
830552079240409089,"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!",2017-02-12,86.76,-0.06
830741932099960834,"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers and others are being removed!",2017-02-12,86.76,-0.06
830904083519242241,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,2017-02-13,86.72,-0.28
831169341358014475,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. ,2017-02-13,86.72,-0.28
831214091993751552,Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's and business women from Canada and the United States ,2017-02-13,86.72,-0.28
831510532318429184,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,2017-02-14,86.47,-0.04
831904516316479489,Great listening session with CEO's of the Retail Industry Leaders Association this morning! ,2017-02-15,86.44,0.18
831636777110757377,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace and save healthcare for ALL Americans. ",2017-02-15,86.44,0.18
831842652085686273,"Thank you to Eli Lake of The Bloomberg View - ""The NSA and FBI...should not interfere in our politics...and is"" Very serious situation for USA",2017-02-15,86.44,0.18
831837514226921472,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,2017-02-15,86.44,0.18
831830548565852160,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC and @CNN are unwatchable. @foxandfriends is great!,2017-02-15,86.44,0.18
832016501657968640,"Venezuela should allow Leopoldo Lopez, a political prisoner and husband of @liliantintori (just met w/ @marcorubio) out of prison immediately. ",2017-02-16,86.59,0.4
832191485701451777,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,2017-02-16,86.59,0.4
832197515248275456,"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!",2017-02-16,86.59,0.4
832238070460186625,"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!",2017-02-16,86.59,0.4
832230758299340800,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",2017-02-16,86.59,0.4
832533430168608768,"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!",2017-02-17,86.93,-0.42
832554772318322688,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.",2017-02-17,86.93,-0.42
832555987299082242,Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,2017-02-17,86.93,-0.42
832730328108134402,"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA calls it differently! Dishonest",2017-02-19,86.54,0.07
832945737625387008,Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.,2017-02-19,86.54,0.07
833681539997253636,Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!,2017-02-20,86.64,-0.12
833783438922629125,Just named General H.R. McMaster National Security Advisor.,2017-02-20,86.64,-0.12
834384982495940613,Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!,2017-02-22,86.05,0.14
834916167177371648,Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!,2017-02-24,86.25,-0.12
835104946034991106,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW",2017-02-24,86.25,-0.12
835481237879926784,"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax and regulation cuts coming!",2017-02-26,86.15,-0.03
835479283699224576,The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.,2017-02-26,86.15,-0.03
835325771858251776,FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!,2017-02-26,86.15,-0.03
835814988686233601,"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",2017-02-26,86.15,-0.03
835946001873657858,"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.",2017-02-26,86.15,-0.03
835916511944523777,"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",2017-02-26,86.15,-0.03
836261209540288513,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American people. ,2017-02-27,86.11,0.34
837256338203881472,"Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!",2017-03-02,86.33,-0.19
837488402438176769,"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",2017-03-03,86.17,0.91
837633820417482754,"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @foxandfriends",2017-03-03,86.17,0.91
837638488656920576,It is so pathetic that the Dems have still not approved my full Cabinet.,2017-03-03,86.17,0.91
837996746236182529,How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!,2017-03-05,86.87,-0.03
837993273679560704,"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!",2017-03-05,86.87,-0.03
837994257566863360,"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!",2017-03-05,86.87,-0.03
838353481526312961,"Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?"" @foxandfriends",2017-03-05,86.87,-0.03
838862312685637640,"45,000 construction and manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!",2017-03-06,86.92,-0.25
839101660886614016,"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends",2017-03-07,86.7,-0.08
839086723552411648,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,2017-03-07,86.7,-0.08
839110000870109184,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,2017-03-07,86.7,-0.08
838960097674002432,"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing and construction jobs in the USA!",2017-03-07,86.7,-0.08
839108868584124417,"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 and 3 of healthcare rollout. @foxandfriends",2017-03-07,86.7,-0.08
839883804315684864,"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",2017-03-09,86.58,0.45
839968149890076672,'U.S. Consumer Comfort Just Reached Its Highest Level in a D`ecade' ,2017-03-10,86.97,0.81
839976956703748096,Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations! ,2017-03-10,86.97,0.81
840572799202783233,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!,2017-03-12,88.48,0.09
841338126316511233,Healthcare listening session w/ @VP and @SecPriceMD. Watch: #ReadTheBill: #RepealAndReplace ,2017-03-13,87.76,-0.45
841392683625172992,Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because Senate Dems are delaying! ,2017-03-13,87.76,-0.45
841270741060464648,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!",2017-03-13,87.76,-0.45
841275470796738560,"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.",2017-03-13,87.76,-0.45
841966077005463553,"Does anybody really believe that a reporter, who nobody ever heard of, ""went to his mailbox"" and found my tax returns? @NBCNews FAKE NEWS!",2017-03-15,87.1,0.75
841974528683192320,"Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!",2017-03-15,87.1,0.75
841985915778142209,CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!,2017-03-15,87.1,0.75
842494190990901248,Great progress on healthcare. Improvements being made - Republicans coming together!,2017-03-16,87.75,0.18
842762240184999936,Great meeting with the @RepublicanStudy Committee this morning at the @WhiteHouse! ,2017-03-17,87.91,-0.42
843803115044454402,Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox,2017-03-20,87.57,-0.03
844536536930619393,Big day for healthcare. Working hard!,2017-03-22,87.89,-0.22
844930836663357440,"A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends.",2017-03-23,87.7,-0.12
845037368386207746,It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today! ,2017-03-24,87.6,0.21
845247455868391425,"After seven horrible years of ObamaCare (skyrocketing premiums and deductibles, bad healthcare), this is finally your chance for a great plan!",2017-03-24,87.6,0.21
845249587178819584,"The irony is that the Freedom Caucus, which is very pro-life and against Planned Parenthood, allows P.P. to continue if they stop this plan!",2017-03-24,87.6,0.21
845320243614547968,"Today, I was pleased to announce the official approval of the presidential permit for the #KeystonePipeline. A great day for American jobs! ",2017-03-24,87.6,0.21
845334323045765121,"Today, I was thrilled to announce a commitment of $25 BILLION and 20K AMERICAN JOBS over the next 4 years. THANK YOU Charter Communications! ",2017-03-24,87.6,0.21
845645916732358656,ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!,2017-03-26,87.96,0.25
845766504608120833,Thanks you for all of the Trump Rallies today. Amazing support. We will all MAKE AMERICA GREAT AGAIN!,2017-03-26,87.96,0.25
845974102619906048,"Democrats are smiling in D.C. that the Freedom Caucus, with the help of Club For Growth and Heritage, have saved Planned Parenthood and Ocare!",2017-03-26,87.96,0.25
846533818811080704,"Why isn't the House Intelligence Committee looking into the Bill and Hillary deal that allowed big Uranium to go to Russia, Russian speech money to Bill, the Hillary Russian ""reset,"" praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!",2017-03-28,88.12,-0.13
846537639167713281,The Republican House Freedom Caucus was able to snatch defeat from the jaws of victory. After so many bad years they were ready for a win!,2017-03-28,88.12,-0.13
846543183223963649,"The Democrats will make a deal with me on healthcare as soon as ObamaCare folds - not long. Do not worry, we are in very good shape!",2017-03-28,88.12,-0.13
846672219073863681,Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S. JOBS! JOBS! JOBS!,2017-03-28,88.12,-0.13
847056211006631936,"Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse!",2017-03-29,88.01,-0.52
847061031293779969,If the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!,2017-03-29,88.01,-0.52
